Код;ОКВЭД;Корректировка валовой добавленной стоимости на экономические операции, не наблюдаемые прямыми статистическими методами (в процентах к валовой добавленной стоимости соответствующего вида экономической деятельности);корректировка валовой добавленной стоимости на теневые операции юридических лиц (в процентах к валовой добавленной стоимости соответствующего вида экономической деятельности);корректировка валовой добавленной стоимости на операции неформального сектора экономики и на производство домашних хозяйств для собственного конечного использования (в процентах к валовой добавленной стоимости соответствующего вида экономической деятельности);Корректировка валовой добавленной стоимости на экономические операции, не наблюдаемые прямыми статистическими методами, в процентах к ВВП;year;source
Раздел P;ОБРАЗОВАНИЕ;4,4;1,3;3,1;0,1;2017;NA_2019
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,8;0,1;2018;NA_2023
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,8;0,1;2018;NA_2021
Раздел P;ОБРАЗОВАНИЕ;3,8;1,1;2,6;0,1;2019;NA_2023
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,7;0,1;2019;NA_2021
Раздел P;ОБРАЗОВАНИЕ;3,4;1,1;2,3;0,1;2020;NA_2023
Раздел P;ОБРАЗОВАНИЕ;3,7;1,7;2;0,1;2021;NA_2023
Раздел P;ОБРАЗОВАНИЕ;4,4;1,3;3,1;0,126004734;2017;GVA_02_2024
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,8;0,114585811;2018;GVA_02_2024
Раздел P;ОБРАЗОВАНИЕ;3,8;1,1;2,6;0,113529177;2019;GVA_02_2024
Раздел P;ОБРАЗОВАНИЕ;3,4;1,1;2,3;0,109177431;2020;GVA_02_2024
Раздел P;ОБРАЗОВАНИЕ;3,7;1,7;1,9;0,099723836;2021;GVA_02_2024
Раздел P;ОБРАЗОВАНИЕ;3,6;1,5;1,9;0,094554049;2022;GVA_02_2024
Раздел P;ОБРАЗОВАНИЕ;4,4;1,3;3,1;0,126004734;2017;GVA_04_2024
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,8;0,114585811;2018;GVA_04_2024
Раздел P;ОБРАЗОВАНИЕ;3,8;1,1;2,6;0,113529177;2019;GVA_04_2024
Раздел P;ОБРАЗОВАНИЕ;3,4;1,1;2,3;0,109177431;2020;GVA_04_2024
Раздел P;ОБРАЗОВАНИЕ;3,7;1,7;2;0,099723836;2021;GVA_04_2024
Раздел P;ОБРАЗОВАНИЕ;3,6;1,5;2;0,094652435;2022;GVA_04_2024
Раздел P;ОБРАЗОВАНИЕ;4,4;1,3;3,1;0,126004734;2017;GVA_12_2023
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,8;0,114585811;2018;GVA_12_2023
Раздел P;ОБРАЗОВАНИЕ;3,8;1,1;2,6;0,113529177;2019;GVA_12_2023
Раздел P;ОБРАЗОВАНИЕ;3,4;1,1;2,3;0,109177431;2020;GVA_12_2023
Раздел P;ОБРАЗОВАНИЕ;3,7;1,7;1,9;0,099723836;2021;GVA_12_2023
Раздел P;ОБРАЗОВАНИЕ;3,6;1,5;1,9;0,094554049;2022;GVA_12_2023
Раздел P;ОБРАЗОВАНИЕ;4,4;1,3;3,1;0,126004734;2017;GVA_04_2023
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,8;0,114585811;2018;GVA_04_2023
Раздел P;ОБРАЗОВАНИЕ;3,8;1,1;2,6;0,113529177;2019;GVA_04_2023
Раздел P;ОБРАЗОВАНИЕ;3,4;1,1;2,3;0,109177431;2020;GVA_04_2023
Раздел P;ОБРАЗОВАНИЕ;3,7;1,7;2;0,100076748;2021;GVA_04_2023
Раздел P;ОБРАЗОВАНИЕ;4,4;1,3;3,1;0,126004734;2017;GVA_02_2023
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,8;0,114585811;2018;GVA_02_2023
Раздел P;ОБРАЗОВАНИЕ;3,8;1,1;2,6;0,113529177;2019;GVA_02_2023
Раздел P;ОБРАЗОВАНИЕ;3,4;1,1;2,3;0,109177393;2020;GVA_02_2023
Раздел P;ОБРАЗОВАНИЕ;3,7;1,7;2;0,100076748;2021;GVA_02_2023
Раздел P;ОБРАЗОВАНИЕ;4,4;1,3;3,1;0,126004734;2017;GVA_12_2022
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,8;0,114585811;2018;GVA_12_2022
Раздел P;ОБРАЗОВАНИЕ;3,8;1,1;2,6;0,113529177;2019;GVA_12_2022
Раздел P;ОБРАЗОВАНИЕ;3,4;1,1;2,3;0,109177393;2020;GVA_12_2022
Раздел P;ОБРАЗОВАНИЕ;3,7;1,7;2;0,100076748;2021;GVA_12_2022
Раздел P;ОБРАЗОВАНИЕ;4,4;1,3;3,1;0,126004734;2017;GVA_04_2022
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,8;0,114585811;2018;GVA_04_2022
Раздел P;ОБРАЗОВАНИЕ;3,8;1,1;2,6;0,113529177;2019;GVA_04_2022
Раздел P;ОБРАЗОВАНИЕ;3,1;1;2;0,099866197;2020;GVA_04_2022
Раздел P;ОБРАЗОВАНИЕ;4,4;1,3;3,1;0,126004734;2017;GVA_02_2022
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,8;0,114585811;2018;GVA_02_2022
Раздел P;ОБРАЗОВАНИЕ;3,8;1,1;2,6;0,113529177;2019;GVA_02_2022
Раздел P;ОБРАЗОВАНИЕ;3,2;1;2,1;0,099936064;2020;GVA_02_2022
Раздел P;ОБРАЗОВАНИЕ;4,4;1,3;3,1;0,126004734;2017;GVA_12_2021
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,8;0,114585811;2018;GVA_12_2021
Раздел P;ОБРАЗОВАНИЕ;3,8;1,1;2,6;0,113529177;2019;GVA_12_2021
Раздел P;ОБРАЗОВАНИЕ;3,2;1;2,1;0,099936064;2020;GVA_12_2021
Раздел P;ОБРАЗОВАНИЕ;4,4;1,3;3,1;0,126004734;2017;GVA_04_2020
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,9;0,113744745;2018;GVA_04_2020
Раздел P;Образование;4,4;1,2;3,2;0,1;2016;NAs_08_2024
Раздел P;Образование;4,4;1,3;3,1;0,1;2017;NAs_08_2024
Раздел P;Образование;4;1,2;2,8;0,1;2018;NAs_08_2024
Раздел P;Образование;3,8;1,1;2,7;0,1;2019;NAs_08_2024
Раздел P;Образование;3,4;1,1;2,3;0,1;2020;NAs_08_2024
Раздел P;Образование;3,7;1,7;1,9;0,1;2021;NAs_08_2024
Раздел P;Образование;3,6;1,5;1,9;0,1;2022;NAs_08_2024
Раздел P;ОБРАЗОВАНИЕ;4,4;1,3;3,1;0,1;2017;NAs_08_2022
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,8;0,1;2018;NAs_08_2022
Раздел P;ОБРАЗОВАНИЕ;3,8;1,1;2,7;0,1;2019;NAs_08_2022
Раздел P;ОБРАЗОВАНИЕ;3,1;1;2,1;0,1;2020;NAs_08_2022
Раздел P;ОБРАЗОВАНИЕ;4,4;1,3;3,1;0,1;2017;NAs_07_2020
Раздел P;ОБРАЗОВАНИЕ;4;1,2;2,8;0,1;2018;NAs_07_2020
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,1;2017;NA_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,1;2017;NA_2021
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,1;2017;NA_2019
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,4;1,1;0,1;2018;NA_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,4;1,1;0,1;2018;NA_2021
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,5;1;0,1;2019;NA_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,5;1;0,1;2019;NA_2021
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,9;2,3;0,6;0,1;2020;NA_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;1,1;0,5;0,5;0;2021;NA_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,084851452;2017;GVA_02_2024
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,4;1,1;0,075006187;2018;GVA_02_2024
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,5;1;0,07690887;2019;GVA_02_2024
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,9;2,3;0,6;0,103390751;2020;GVA_02_2024
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;1,1;0,5;0,5;0,034881707;2021;GVA_02_2024
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2;1,3;0,7;0,058727734;2022;GVA_02_2024
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,084851452;2017;GVA_04_2024
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,4;1,1;0,075006187;2018;GVA_04_2024
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,5;1;0,07690887;2019;GVA_04_2024
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,9;2,3;0,6;0,103390751;2020;GVA_04_2024
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;1,1;0,5;0,5;0,034881707;2021;GVA_04_2024
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;1,3;0,6;0,7;0,036660617;2022;GVA_04_2024
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,084851452;2017;GVA_12_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,4;1,1;0,075006187;2018;GVA_12_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,5;1;0,07690887;2019;GVA_12_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,9;2,3;0,6;0,103390751;2020;GVA_12_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;1,1;0,5;0,5;0,034881707;2021;GVA_12_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2;1,3;0,7;0,058727734;2022;GVA_12_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,084851452;2017;GVA_04_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,4;1,1;0,075006187;2018;GVA_04_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,5;1;0,07690887;2019;GVA_04_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,9;2,3;0,6;0,103390751;2020;GVA_04_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;1,1;0,5;0,5;0,03500515;2021;GVA_04_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,084851452;2017;GVA_02_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,4;1,1;0,075006187;2018;GVA_02_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,5;1;0,07690887;2019;GVA_02_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,9;2,3;0,6;0,103390715;2020;GVA_02_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;1,1;0,5;0,5;0,03500515;2021;GVA_02_2023
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,084851452;2017;GVA_12_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,4;1,1;0,075006187;2018;GVA_12_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,5;1;0,07690887;2019;GVA_12_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,9;2,3;0,6;0,103390715;2020;GVA_12_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;1,1;0,5;0,5;0,03500515;2021;GVA_12_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,084851452;2017;GVA_04_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,4;1,1;0,075006187;2018;GVA_04_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,5;1;0,07690887;2019;GVA_04_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;1,9;1,2;0,7;0,067907308;2020;GVA_04_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,084851452;2017;GVA_02_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,4;1,1;0,075006187;2018;GVA_02_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,5;1;0,07690887;2019;GVA_02_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;1,9;1,2;0,7;0,067954816;2020;GVA_02_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,084851452;2017;GVA_12_2021
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,4;1,1;0,075006187;2018;GVA_12_2021
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,5;1;0,07690887;2019;GVA_12_2021
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;1,9;1,2;0,7;0,067954816;2020;GVA_12_2021
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,084851452;2017;GVA_04_2020
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,4;1,1;0,074455638;2018;GVA_04_2020
Раздел Q;Деятельность в области здравоохранения и социальных услуг;2,9;1,5;1,4;0,1;2016;NAs_08_2024
Раздел Q;Деятельность в области здравоохранения и социальных услуг;3;1,6;1,4;0,1;2017;NAs_08_2024
Раздел Q;Деятельность в области здравоохранения и социальных услуг;2,5;1,4;1,1;0,1;2018;NAs_08_2024
Раздел Q;Деятельность в области здравоохранения и социальных услуг;2,5;1,5;1;0,1;2019;NAs_08_2024
Раздел Q;Деятельность в области здравоохранения и социальных услуг;2,9;2,3;0,6;0,1;2020;NAs_08_2024
Раздел Q;Деятельность в области здравоохранения и социальных услуг;1,1;0,5;0,5;0;2021;NAs_08_2024
Раздел Q;Деятельность в области здравоохранения и социальных услуг;1,3;0,6;0,7;0;2022;NAs_08_2024
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,1;2017;NAs_08_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,4;1,1;0,1;2018;NAs_08_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,5;1;0,1;2019;NAs_08_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;1,9;1,2;0,7;0,1;2020;NAs_08_2022
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;3;1,6;1,4;0,1;2017;NAs_07_2020
Раздел Q;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫХ УСЛУГ;2,5;1,4;1,1;0,1;2018;NAs_07_2020
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;6,9;5,1;1,8;0,1;2017;NA_2023
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;6,9;5,1;1,8;0,1;2017;NA_2021
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;8,3;6,5;1,8;0,1;2017;NA_2019
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;6,5;4,8;1,7;0,1;2018;NA_2023
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;6,5;4,8;1,7;0,1;2018;NA_2021
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;5,9;4,4;1,5;0,1;2019;NA_2023
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;5,9;4,3;1,5;0,1;2019;NA_2021
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;4,1;3,4;0,7;0;2020;NA_2023
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;5,8;4,9;0,9;0;2021;NA_2023
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;6,9;5,1;1,8;0,058582609;2017;GVA_02_2024
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;6,5;4,8;1,7;0,056314744;2018;GVA_02_2024
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;5,9;4,4;1,5;0,052772189;2019;GVA_02_2024
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;4,1;3,4;0,7;0,034279908;2020;GVA_02_2024
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;4,8;3,9;0,9;0,040862292;2021;GVA_02_2024
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;5;4,4;0,6;0,04513913;2022;GVA_02_2024
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;6,9;5,1;1,8;0,058582609;2017;GVA_04_2024
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;6,5;4,8;1,7;0,056314744;2018;GVA_04_2024
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;5,9;4,4;1,5;0,052772189;2019;GVA_04_2024
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;4,1;3,4;0,7;0,034279908;2020;GVA_04_2024
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;4,8;3,9;0,9;0,040862292;2021;GVA_04_2024
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;5,4;4,3;1;0,048676426;2022;GVA_04_2024
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;6,9;5,1;1,8;0,058582609;2017;GVA_12_2023
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;6,5;4,8;1,7;0,056314744;2018;GVA_12_2023
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;5,9;4,4;1,5;0,052772189;2019;GVA_12_2023
Раздел R;ДЕЯТЕЛЬНОСТЬ В ОБЛАСТИ КУЛЬТУРЫ, СПОРТА, ОРГАНИЗАЦИИ ДОСУГА И РАЗВЛЕЧЕНИЙ;4,1;3,4;0,7;0,034279908;2020;GVA_12_2023
